inquiryprop,disciplineprop,traditionalprop,progressiveprop,reading1415,math1415,reading1516,math1516,reading1617,math1617,pocschool,pocsd,povertyschool,povertysd,childpovertysd,urban,primary,middle,high,otherlevel,students,age,state,cmoname,level,localefine,numwords,numpdfs,numpages,expulsions,suspensions,incidents,lawreferrals,lepcount,disabledcount,certrate,teacherratio,teacherscrdc,giftedcount,approgram,apcourses,titlei,geodistrict,districtname,schoolname,ethnicisolated99,ethnicisolated90,ethnicisolated80,ethnicisolated70,collegesd,popdensity,unemployment,foreignborn,closerate,publicdensity,charterdensity,address,latitude,longitude
0.0,0.0,0.0,0.0,25-29,15-19,35-39,20-24,20-24,15-19,100.0,74.55,95.17766497461929,16.33,0.26411536893599674,0,1.0,0.0,0.0,0.0,394.0,6,CA,Inner City Education Foundation (ICEF) Public Schools,Primary,Suburb (large),1.0,0,1,,,,,,,,,,,,,1.0,618390.0,Inglewood Unified,ICEF Inglewood Elementary Charter Academy,1,1,1,1,21.83,11141.11,13.3,26.35,0.0,30,6," 434 S. Grevillea Ave. , Inglewood CA 90301.0 ",33.95812,-118.354531
0.0,0.0,0.0,0.0,18,7,18,6,17,6,100.0,74.55,93.51851851851852,16.33,0.26411536893599674,0,0.0,1.0,0.0,0.0,216.0,6,CA,Inner City Education Foundation (ICEF) Public Schools,Middle,Suburb (large),1.0,0,1,,,,,,,,43.2,,,,,1.0,618390.0,Inglewood Unified,ICEF Inglewood Middle Charter Academy,1,1,1,1,21.83,11141.11,13.3,26.35,0.0,30,6," 304 E. Spruce St. , Inglewood CA 90301.0 ",33.958397,-118.35038
0.00931414055884843,0.00014104372355430183,0.00014106361969248122,0.00014106361969248122,15-19,LE5,10-14,10-14,10-14,6-9,99.38461538461539,74.55,93.23076923076923,16.33,0.26411536893599674,0,1.0,0.0,0.0,0.0,325.0,5,CA,,Primary,Suburb (large),7090.0,0,33,,,,,,,,25.0,,,,,1.0,618390.0,Inglewood Unified,Children of Promise Preparatory Academy,1,1,1,1,21.83,11141.11,13.3,26.35,0.0,30,6," 3130 W. 111th Pl. , Inglewood CA 90303.0 ",33.933864,-118.327227
0.001653234139284976,0.0028931597437487078,0.0001033164583118091,0.0,20-29,LE10,30-34,6-9,20-24,6-9,100.0,74.55,97.89473684210527,16.33,0.26411536893599674,0,0.0,1.0,0.0,0.0,95.0,2,CA,,Middle,Suburb (large),9679.0,0,79,,,,,,,,,,,,,1.0,618390.0,Inglewood Unified,Grace Hopper STEM Academy,1,1,1,1,21.83,11141.11,13.3,26.35,0.0,30,6," 601 Grace Ave. , Inglewood CA 90301.0 ",33.968381,-118.347246
0.00013388225056063197,0.00010041168792047397,0.0,0.0,46,44,53,45,61,51,45.6,24.22,36.8,9.13,0.17582417582417584,0,1.0,0.0,0.0,0.0,375.0,17,CA,,Primary,Rural (fringe),29877.0,0,16,0.0,5.0,0.0,2.0,25.0,49.0,0.9411764705882353,23.4375,17.0,,,,1.0,618510.0,Island Union Elementary,Island Elementary,1,1,1,1,17.599999999999998,36.40925,6.25,13.89,0.0,30,6," 7799 21st Ave. , Lemoore CA 93245.0 ",36.36132,-119.8341
0.006914551062603805,0.0018632698692323322,0.000237143437902297,0.0002032864645095713,20-29,11-19,30-39,11-19,40-59,LE20,38.59649122807017,20.47,64.03508771929825,3.93,0.0744169642463519,0,0.0,0.0,0.0,1.0,114.0,13,CA,California Virtual Academies,Other,Suburb (midsize),29518.0,0,46,0.0,0.0,0.0,0.0,4.0,15.0,1.0,0.8085106382978723,4.79,,Yes,5.0,1.0,636840.0,Jamestown Elementary,California Virtual Academy @ Jamestown,1,1,1,1,32.480000000000004,1467.894,6.25,18.37,0.0,30,6," 50 Moreland Rd. , Simi Valley CA 93063.0 ",34.276355,-118.788622
0.00817391304347826,0.0,0.0,0.00017388280299078423,50-54,25-29,60-64,40-44,65-69,40-44,48.97260273972603,13.819999999999993,46.917808219178085,9.23,0.16722783389450055,0,0.0,0.0,0.0,1.0,292.0,16,CA,,Other,Suburb (large),5752.0,0,46,,,,,,,,18.481012658227847,,,,,,618730.0,Jamul-Dulzura Union Elementary,Greater San Diego Academy,1,1,1,1,30.290000000000003,51.91996,6.11,11.92,0.26515151515151514,13,4," 13881 Campo Rd. , Jamul CA 91935.0 ",32.717211,-116.877748
0.006881198138028738,0.0018542867738781561,0.00023600013485722003,0.00020230629172567261,47,27,56,31,52,34,57.67790262172284,20.47,38.45193508114856,3.93,0.0744169642463519,0,0.0,0.0,0.0,1.0,801.0,9,CA,California Virtual Academies,Other,Suburb (midsize),29661.0,0,46,0.0,0.0,0.0,0.0,32.0,99.0,1.0,4.193717277486911,34.09,,Yes,9.0,1.0,636840.0,Jefferson Elementary,California Virtual Academy @ San Mateo,1,1,1,1,32.480000000000004,1467.894,6.25,18.37,0.26515151515151514,13,4," 2360 Shasta Way Unit A , Simi Valley CA 93065.0 ",34.27821,-118.788491
0.006211180124223605,0.0,0.0,0.0,,,85-89,65-69,85-89,50-54,78.46153846153847,65.25999999999999,32.0,5.19,0.06919867644943174,0,0.0,0.0,1.0,0.0,325.0,2,CA,Summit Public Schools,High,Suburb (large),483.0,0,1,,,,,,,,33.74870197300103,,,,,,618930.0,Jefferson Union High,Summit Public School: Shasta,1,1,1,1,37.34,4616.603,6.58,42.54,0.26515151515151514,13,4," 699 Serramonte Blvd. , Daly City CA 94015.0 ",37.66804,-122.477491
,,,,56,34,57,35,57,38,39.265306122448976,15.510000000000005,36.244897959183675,12.68,0.15846994535519127,0,0.0,0.0,0.0,1.0,2450.0,15,CA,,Other,Rural (distant),0.0,0,0,,,,,,,,22.37034331628926,,,,,,619140.0,Julian Union Elementary,Julian Charter,1,1,1,1,24.11,5.093458999999998,21.18,10.36,0.26515151515151514,13,4," 1704 Cape Horn , Julian CA 92036.0 ",33.07879,-116.594865
0.01088308457711443,0.002486788933789243,0.00046634540649774595,0.00031094527363184084,6-9,LE5,20-24,LE5,17,LE1,61.52647975077882,23.97,84.89096573208724,16.0,0.2608189609565125,0,0.0,0.0,0.0,1.0,642.0,4,CA,,Other,Suburb (large),6434.0,0,31,,,,,,,,21.674544226873735,,,,,,606810.0,Julian Union Elementary,Diego Valley Charter,1,1,1,1,22.79,2597.543,11.26,25.42,0.0,17,1," 511 N. 2nd St. , El Cajon CA 92021.0 ",32.80057,-116.935311
0.04070131496556043,0.0,0.0,0.002509410288582184,47,25,49,27,40,20,69.81132075471697,15.510000000000005,45.78616352201258,12.68,0.15846994535519127,0,0.0,0.0,0.0,1.0,795.0,2,CA,Springs Charter Schools (SCS),Other,Rural (distant),1598.0,0,11,,,,,,,,41.732283464566926,,,,,1.0,619140.0,Julian Union Elementary,Harbor Springs Charter,1,1,1,1,24.11,5.093458999999998,21.18,10.36,0.04,26,2," 1704 Cape Horn , Julian CA 92036.0 ",33.07879,-116.594865
0.001566642564473367,0.0007229786721291722,0.00024099289070972398,0.0,GE50,LT50,40-59,60-79,GE50,GE50,30.76923076923077,24.129999999999995,34.61538461538461,13.79,0.25534132360604483,0,0.0,1.0,0.0,0.0,26.0,1,CA,,Middle,Rural (distant),8299.0,0,50,0.0,0.0,0.0,0.0,0.0,,1.0,13.0,1.5,,,,0.0,619320.0,Kelseyville Unified,Intermountain STEM Academy Charter,1,1,1,1,15.539999999999997,121.4649,12.47,11.11,0.0,31,3," 13412 Bottle Rock Rd. , Cobb CA 95426.0 ",38.85634,-122.761221
0.013059250302297461,0.014734299516908212,0.0,0.0,10,LE1,7,LE1,8,LE1,91.9431279620853,34.05,76.30331753554502,12.02,0.20863031106690977,1,0.0,0.0,1.0,0.0,422.0,17,CA,,High,City (large),4140.0,0,29,0.0,47.0,0.0,0.0,55.0,,,20.259241478636582,0.0,,No,,0.0,606390.0,Kern High,Kern Workforce 2000 Academy,1,1,1,1,24.450000000000003,1387.089,8.75,19.66,0.0,31,3," 5801 Sundale Ave. , Bakersfield CA 93309.0 ",35.342212,-119.065061
0.003100997089833501,0.0003815519626079077,0.00014308198597796538,0.00028623222974906985,50-54,40-44,55-59,40-44,60-64,45-49,24.702380952380953,24.439999999999998,25.297619047619047,21.95,0.19832985386221294,0,0.0,0.0,0.0,1.0,336.0,17,CA,,Other,Suburb (large),20967.0,0,92,0.0,1.0,1.0,0.0,6.0,,1.0,22.82608695652174,14.12,,No,,0.0,619620.0,Keyes Union,Keyes to Learning Charter,1,1,1,1,13.889999999999999,783.8052,25.29,18.32,0.0,31,3," 5709 Ninth St. , Keyes CA 95328.0 ",37.552698,-120.909707
0.0,0.0,0.0,0.0,60-79,LE20,40-49,LE10,60-79,LE20,64.55696202531645,32.400000000000006,73.41772151898735,23.77,0.3592964824120603,0,0.0,0.0,1.0,0.0,79.0,7,CA,,High,Rural (distant),1.0,0,1,2.0,3.0,0.0,0.0,2.0,,1.0,79.0,4.5,,No,,1.0,619700.0,Kings Canyon Joint Unified,Dunlap Leadership Academy,1,1,1,1,13.38,78.68498000000002,14.27,28.48,0.0,26,5," 39500 Dunlap Rd. , Dunlap CA 93621.0 ",36.73649,-119.116111
0.0052342971086739775,0.0,0.0,0.00024931438544003996,60-79,40-59,GE80,LE20,GE90,50-59,87.3015873015873,32.400000000000006,85.71428571428571,23.77,0.3592964824120603,0,0.0,0.0,1.0,0.0,126.0,3,CA,,High,Town (distant),4012.0,0,27,0.0,3.0,2.0,0.0,0.0,,1.0,10.5,1.17,,Yes,1.0,1.0,619700.0,Kings Canyon Joint Unified,Reedley Middle College High,1,1,1,1,13.38,78.68498000000002,14.27,28.48,0.0,26,5," 995 N. Reed Ave. , Reedley CA 93654.0 ",36.60543,-119.461011
0.0,0.0,0.0,0.0,56,53,76,62,71,61,40.75949367088608,19.489999999999995,31.89873417721519,6.76,0.1386861313868613,0,1.0,0.0,0.0,0.0,790.0,17,CA,,Primary,Rural (fringe),53.0,0,1,0.0,0.0,2.0,0.0,70.0,62.0,0.9722222222222222,22.571428571428573,36.0,,,,1.0,619770.0,Kings River-Hardwick Union Elementary,Kings River-Hardwick Elementary,1,1,1,1,24.81,54.715680000000006,4.92,11.33,0.0,26,5," 10300 Excelsior Ave. , Hanford CA 93230.0 ",36.401764,-119.640342
0.0,0.0,0.0,0.0,50,46,62,59,65,53,68.32971800433839,17.379999999999995,59.869848156182215,15.44,0.26812267657992567,0,1.0,0.0,0.0,0.0,461.0,17,CA,,Primary,Town (fringe),634.0,0,1,0.0,13.0,11.0,0.0,103.0,38.0,0.9166666666666666,24.263157894736842,24.0,,,,1.0,619800.0,Kingsburg Elementary Charter,Lincoln Elementary,1,1,1,1,25.390000000000004,325.5327,9.95,13.03,0.0,26,5," 1900 Mariposa St. , Kingsburg CA 93631.0 ",36.511514,-119.546319
0.0,0.0,0.0,0.0,,,,,,,74.42922374429224,17.379999999999995,60.273972602739725,15.44,0.26812267657992567,0,1.0,0.0,0.0,0.0,219.0,17,CA,,Primary,Town (fringe),192.0,0,1,0.0,5.0,2.0,0.0,47.0,,1.0,19.90909090909091,11.0,,,,1.0,619800.0,Kingsburg Elementary Charter,Roosevelt Elementary,1,1,1,1,25.390000000000004,325.5327,9.95,13.03,0.0,26,5," 1185 Tenth St. , Kingsburg CA 93631.0 ",36.511665,-119.557323
0.0,0.0,0.0,0.0,,,,,,,62.8158844765343,17.379999999999995,57.761732851985556,15.44,0.26812267657992567,0,1.0,0.0,0.0,0.0,277.0,17,CA,,Primary,Town (fringe),342.0,0,1,0.0,0.0,0.0,0.0,76.0,18.0,1.0,23.083333333333332,13.0,,,,1.0,619800.0,Kingsburg Elementary Charter,Washington Elementary,1,1,1,1,25.390000000000004,325.5327,9.95,13.03,0.0,8,1," 1501 Ellis St. , Kingsburg CA 93631.0 ",36.516781,-119.553142
0.0036363636363636346,0.0,0.0,0.0,45-49,30-34,40-44,25-29,50-54,30-34,37.82051282051282,17.379999999999995,31.41025641025641,15.44,0.26812267657992567,0,1.0,0.0,0.0,0.0,156.0,17,CA,,Primary,Town (fringe),275.0,0,1,0.0,0.0,0.0,0.0,4.0,14.0,1.0,26.0,5.75,,,,0.0,619800.0,Kingsburg Elementary Charter,Kingsburg Community Charter Extension,1,1,1,1,25.390000000000004,325.5327,9.95,13.03,0.14285714285714285,8,5," 1776 Sixth Ave. , Kingsburg CA 93631.0 ",36.51658,-119.561251
0.0,0.0,0.0,0.0,57,45,56,49,48,40,67.43119266055045,17.379999999999995,55.96330275229357,15.44,0.26812267657992567,0,0.0,1.0,0.0,0.0,436.0,17,CA,,Middle,Town (fringe),354.0,0,1,0.0,21.0,10.0,2.0,29.0,60.0,1.0,18.956521739130434,23.04,60.0,,,0.0,619800.0,Kingsburg Elementary Charter,Rafer Johnson Junior High,1,1,1,1,25.390000000000004,325.5327,9.95,13.03,0.14285714285714285,8,5," 1300 Stroud Ave. , Kingsburg CA 93631.0 ",36.524679,-119.554653
0.006872852233676976,0.0,0.0,0.0,40,34,46,33,42,33,67.18972895863052,17.379999999999995,61.76890156918687,15.44,0.26812267657992567,0,0.0,1.0,0.0,0.0,701.0,9,CA,,Middle,Town (fringe),291.0,0,1,0.0,26.0,9.0,0.0,115.0,73.0,0.9183673469387755,33.38095238095238,24.5,88.0,,,1.0,619800.0,Kingsburg Elementary Charter,Ronald W. Reagan Elementary,1,1,1,1,25.390000000000004,325.5327,9.95,13.03,0.14285714285714285,8,5," 1180 Diane Ave. , Kingsburg CA 93631.0 ",36.511338,-119.57093
0.0022350530825107095,0.0,0.0,0.0,,,PS,PS,LT50,LT50,50.0,17.379999999999995,,15.44,0.26812267657992567,0,0.0,1.0,0.0,0.0,2.0,8,CA,,Middle,Town (fringe),5370.0,0,16,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,,1.0,619800.0,Kingsburg Elementary Charter,Island Community Day,1,1,1,1,25.390000000000004,325.5327,9.95,13.03,0.14285714285714285,8,5," 1776 Sixth Ave. Dr. , Kingsburg CA 93631.0 ",36.517078,-119.562399
,,,,LT50,LT50,40-59,LT50,GE50,LT50,29.166666666666668,14.840000000000003,25.0,8.35,0.19325153374233128,0,1.0,0.0,0.0,0.0,24.0,17,CA,,Primary,Rural (fringe),0.0,0,0,0.0,0.0,0.0,0.0,0.0,,1.0,12.0,1.59,,,,0.0,619890.0,Kit Carson Union Elementary,Mid Valley Alternative Charter,1,1,1,1,11.5,33.81889,8.27,21.01,0.14285714285714285,8,5," 9895 Seventh Ave. , Hanford CA 93230.0 ",36.32972,-119.582601
0.010819949281487742,0.0027040730099712677,0.0005070993914807304,0.00016903313049357674,,,LE5,LE5,10-14,LE5,,14.840000000000003,,8.35,0.19325153374233128,0,,,,,,1,CA,,,Rural (fringe),5917.0,0,26,0.0,0.0,0.0,0.0,43.0,11.0,1.0,,9.0,,No,,,619890.0,Kit Carson Union Elementary,Kings Valley Academy,0,0,0,0,11.5,33.81889,8.27,21.01,0.05555555555555555,19,6," 9895 Seventh Ave. , Hanford CA 93230.0 ",36.32972,-119.582601
0.009529860228716642,0.0,0.0006349206349206351,0.0,85-89,70-74,85-89,55-59,90-94,65-69,29.411764705882355,24.519999999999996,5.88235294117647,10.72,0.14863742734203972,0,0.0,0.0,1.0,0.0,272.0,17,CA,,High,Suburb (large),1575.0,0,13,0.0,0.0,0.0,0.0,0.0,14.0,1.0,21.28325508607199,8.1,6.0,No,,,616230.0,Lakeside Union Elementary,River Valley Charter,1,1,1,1,25.18,1016.35,9.26,18.2,0.05555555555555555,19,6," 9707 1/2 Marilla Dr. , Lakeside CA 92040.0 ",32.853583,-116.940138
,,,,30-39,11-19,20-29,11-19,20-24,20-24,72.63157894736842,24.519999999999996,23.157894736842106,10.72,0.14863742734203972,0,1.0,0.0,0.0,0.0,95.0,13,CA,,Primary,Rural (fringe),0.0,0,0,0.0,0.0,0.0,0.0,6.0,,1.0,15.833333333333334,5.0,,,,,616230.0,Lakeside Union Elementary,Barona Indian Charter,1,1,1,1,25.18,1016.35,9.26,18.2,0.05555555555555555,19,6," 1095 Barona Rd. , Lakeside CA 92040.0 ",32.94176,-116.855112
0.011758480804280085,0.002173529930094578,0.0005286654135338344,0.0002937547735150695,46,30,47,29,52,30,58.59473023839398,20.08,43.66373902132999,10.44,0.1571269530500211,0,0.0,0.0,0.0,1.0,797.0,7,CA,,Other,Suburb (large),17024.0,0,38,0.0,2.0,1.0,0.0,85.0,87.0,0.9705882352941176,37.2778297474275,34.0,,No,,1.0,641190.0,Lakeside Union Elementary,National University Academy,1,1,1,1,25.02,3936.727,5.7,22.0,0.05555555555555555,19,6," 2030 Univ Dr. , Vista CA 92083.0 ",33.17295,-117.219761
0.006682506682506682,0.0,0.0004451699065143195,0.0004452359750667853,,,27,7,16,8,98.45474613686534,36.55,85.20971302428256,22.25,0.2886684274946853,0,1.0,0.0,0.0,0.0,453.0,4,CA,,Primary,Suburb (large),6740.0,0,44,,,,,,,,34.84615384615385,,,,,1.0,620880.0,Lancaster Elementary,Life Source International Charter,1,1,1,1,15.270000000000001,1371.271,10.41,12.24,0.05555555555555555,19,6," 44339 Beech Ave. , Lancaster CA 93534.0 ",34.6883,-118.137501
0.004844395769547456,0.0007912593812191792,0.0005754613681594029,0.00025582399309275215,17,8,25,12,22,9,61.011419249592166,36.55,39.31484502446982,22.25,0.2886684274946853,0,1.0,0.0,0.0,0.0,613.0,3,CA,iLEAD,Primary,Suburb (large),125117.0,0,153,0.0,8.0,0.0,0.0,36.0,86.0,0.96,30.65,25.0,,,,,620880.0,Lancaster Elementary,iLEAD Lancaster Charter,1,1,1,1,15.270000000000001,1371.271,10.41,12.24,0.05555555555555555,19,6," 254 E. Ave. K-4 , Lancaster CA 93535.0 ",34.671275,-118.126733
0.011748368282183033,0.0004162850720173174,0.00027753108348134995,0.0006385341476957249,65-69,35-39,70-74,30-34,70-74,30-34,95.92233009708738,55.94,80.3883495145631,11.89,0.24564960297347524,0,0.0,0.0,1.0,0.0,515.0,14,CA,Environmental Charter Schools,High,Suburb (large),36033.0,0,90,0.0,6.0,6.0,0.0,41.0,43.0,0.9285714285714286,19.074074074074073,28.0,,Yes,6.0,1.0,621210.0,Lawndale Elementary,Environmental Charter High,1,1,1,1,19.17,13293.64,7.43,35.48,0.0,4,1," 16315 Grevillea Ave. , Lawndale CA 90260.0 ",33.882516,-118.354878
0.002415458937198067,0.0,0.0,0.0,58,28,64,28,53,26,68.33333333333333,36.31,40.0,12.63,0.17133141511901648,0,0.0,1.0,0.0,0.0,240.0,12,CA,,Middle,Rural (fringe),414.0,0,1,0.0,7.0,0.0,0.0,14.0,,1.0,24.0,11.0,,,,0.0,621360.0,Lemoore Union Elementary,Lemoore University Elementary Charter,1,1,1,1,16.39,738.5959,7.94,15.43,0.0,10,2," 450 Marsh Dr. , Lemoore CA 93245.0 ",36.291595,-119.822962
0.006399999999999999,0.0,0.0,0.0,85-89,45-49,60-69,40-49,60-69,30-39,55.32786885245902,36.31,21.721311475409834,12.63,0.17133141511901648,0,0.0,0.0,1.0,0.0,244.0,10,CA,,High,Rural (fringe),625.0,0,1,0.0,5.0,0.0,0.0,0.0,14.0,1.0,18.401206636500753,16.0,2.0,Yes,5.0,,621360.0,Lemoore Union High,Lemoore Middle College High,1,1,1,1,16.39,738.5959,7.94,15.43,0.0,10,2," 555 College Ave. , Lemoore CA 93245.0 ",36.29151,-119.823313
0.0042771599657827186,0.0017099497702255005,0.0,0.0002137208805300278,55-59,25-29,85-89,35-39,80-84,35-39,99.05956112852664,59.42,93.57366771159874,28.92,0.37034417727487035,0,0.0,0.0,1.0,0.0,638.0,15,CA,Green Dot Public Schools,High,Suburb (large),9358.0,0,10,,,,,,,,24.53846153846154,,,,,1.0,621420.0,Lennox,Animo Leadership High,1,1,1,1,6.13,17191.29,11.01,44.48,0.0,4,1," 11044 S. Freeman Ave. , Inglewood CA 90301.0 ",33.93476,-118.347701
0.0055301296720061035,0.0,0.0,0.0001906577693040991,30,15,45,22,46,27,100.0,74.55,88.6574074074074,16.33,0.26411536893599674,0,0.0,1.0,0.0,0.0,432.0,11,CA,,Middle,Suburb (large),5246.0,0,23,,,,,,,,39.27272727272727,,,,,1.0,618390.0,Lennox,Century Community Charter,1,1,1,1,21.83,11141.11,13.3,26.35,0.0,5,1," 901 S. Maple St. , Inglewood CA 90301.0 ",33.952427,-118.353984
0.004881282391225745,0.0018674698795180726,0.00021074181117533715,0.0004216105523098237,70-74,35-39,75-79,45-49,75-79,40-44,99.82238010657194,59.42,95.0266429840142,28.92,0.37034417727487035,0,0.0,0.0,1.0,0.0,563.0,12,CA,,High,Suburb (large),33216.0,0,143,,,,,,,,21.653846153846153,,,,,1.0,621420.0,Lennox,Lennox Mathematics Science and Technology Academy,1,1,1,1,6.13,17191.29,11.01,44.48,0.0,22,3," 11036 Hawthorne Blvd. , Lennox CA 90304.0 ",33.93531,-118.351941
0.012620192307692311,0.0,0.0005995203836930453,0.0,6,3,10,5,17,10,100.0,74.55,86.22222222222223,16.33,0.26411536893599674,0,0.0,1.0,0.0,0.0,225.0,9,CA,,Middle,Suburb (large),1668.0,0,4,,,,,,,,18.9873417721519,,,,,1.0,618390.0,Lennox,Century Academy for Excellence,1,1,1,1,21.83,11141.11,13.3,26.35,0.0,22,3," 2400 W. 85th St. , Inglewood CA 90305.0 ",33.960672,-118.319133
0.0013557223224484128,4.269626941346e-05,0.000160111010300475,0.0001067463706233988,55-59,70-74,75-79,75-79,80-84,80-84,19.428571428571427,0.0,16.0,28.12,0.40476190476190477,0,1.0,0.0,0.0,0.0,175.0,17,CA,,Primary,Suburb (small),93685.0,0,113,0.0,0.0,0.0,0.0,23.0,17.0,1.0,25.0,7.0,,,,1.0,3000093.0,Liberty Elementary,Liberty Elementary,1,1,1,1,4.4,9.529909,0.0,4.0,0.0,22,3," 170 Liberty Sch Rd. , Petaluma CA 94952.0 ",38.278741,-122.706194
0.006881198138028738,0.0018542867738781561,0.00023600013485722003,0.00020230629172567261,43,21,43,20,42,18,48.7460815047022,20.47,56.896551724137936,3.93,0.0744169642463519,0,0.0,0.0,0.0,1.0,638.0,11,CA,California Virtual Academies,Other,Suburb (midsize),29661.0,0,46,0.0,0.0,0.0,0.0,17.0,87.0,1.0,3.4486486486486485,28.14,,Yes,6.0,1.0,636840.0,Liberty Elementary,California Virtual Academy @ Sonoma,1,1,1,1,32.480000000000004,1467.894,6.25,18.37,0.0,6,1," 2360 Shasta Way Unit A , Simi Valley CA 93065.0 ",34.27821,-118.788491
0.009828009828009824,0.006366307541625856,0.0004897159647404508,0.0,,,50-59,70-79,65-69,70-74,73.01587301587301,46.27,53.96825396825397,14.36,0.18264939588549037,1,1.0,0.0,0.0,0.0,189.0,1,CA,,Primary,City (large),2042.0,0,5,2.0,7.0,4.0,0.0,20.0,19.0,1.0,,8.0,,,,,621690.0,Lincoln Unified,John McCandless Charter,1,1,1,1,30.939999999999998,4340.123,12.83,16.22,0.0,9,1," 1700 Porter Way , Stockton CA 95207.0 ",38.00268,-121.331251
0.0021119324181626186,0.0,0.0,0.0,PS,PS,LT50,LT50,PS,PS,88.23529411764706,19.709999999999994,76.47058823529412,29.49,0.3606746765249538,0,0.0,0.0,0.0,1.0,34.0,4,CA,Big Picture Learning,Other,Town (fringe),1894.0,0,25,0.0,0.0,0.0,0.0,10.0,,1.0,17.0,2.0,,No,,0.0,621870.0,Lindsay Unified,Loma Vista Charter,1,1,1,1,6.25,413.677,10.51,33.66,0.0,6,1," 290 N. Harvard , Lindsay CA 93247.0 ",36.206996,-119.082495
0.00897666068222621,0.0,0.002692998204667864,0.0,70-79,30-39,60-69,40-49,80-89,20-29,28.205128205128204,15.510000000000005,14.743589743589745,13.1,0.16097875080489377,0,0.0,0.0,1.0,0.0,156.0,12,CA,,High,Suburb (midsize),1114.0,0,2,0.0,1.0,0.0,0.0,6.0,,1.0,15.0,9.0,,Yes,5.0,0.0,621990.0,Live Oak Elementary,Cypress Charter High,1,1,1,1,36.61,7693.93,7.12,16.62,0.09307359307359307,23,2," 2039 Merrill St. , Santa Cruz CA 95062.0 ",36.965044,-121.98321
0.005748447919061854,0.0010178952552946966,0.0005581822957709485,0.00045983051960848725,70-74,70-74,70-74,65-69,70-74,70-74,33.98692810457516,15.510000000000005,13.071895424836603,13.1,0.16097875080489377,0,1.0,0.0,0.0,0.0,153.0,12,CA,,Primary,Suburb (midsize),30457.0,4,28,0.0,0.0,0.0,0.0,10.0,,1.0,21.857142857142858,8.31,,,,0.0,621990.0,Live Oak Elementary,Tierra Pacifica Charter,1,1,1,1,36.61,7693.93,7.12,16.62,0.09307359307359307,23,2," 986 Bostwick Ln. , Santa Cruz CA 95062.0 ",36.98321,-121.985741
0.0,0.0,0.0,0.0,72,60,73,56,55-59,50-54,44.99549143372408,23.569999999999993,4.869251577998197,3.2,0.06022838899803536,0,1.0,0.0,0.0,0.0,1109.0,2,CA,,Primary,Suburb (small),13.0,0,2,,,,,,,,22.936918304033092,,,,,,622110.0,Livermore Valley Joint Unified,Livermore Valley Charter,1,1,1,1,42.65,355.3755,4.46,17.43,0.0,4,1," 3142 Constitution Dr. , Livermore CA 94551.0 ",37.70468,-121.818341
0.0,0.0,0.0,0.0,,,75-79,40-44,60-69,40-59,58.01886792452831,23.569999999999993,10.141509433962264,3.2,0.06022838899803536,0,0.0,0.0,1.0,0.0,424.0,1,CA,,High,Suburb (small),8.0,0,1,,,,,,,,,,,,,,622110.0,Livermore Valley Joint Unified,Livermore Valley Charter Preparatory High,1,1,1,1,42.65,355.3755,4.46,17.43,0.0,13,1," 3090 Independence Dr. , Livermore CA 94551.0 ",37.69007,-121.770591
0.0,0.0,0.0,0.0,55-59,60-64,65-69,60-64,70-74,60-64,71.31782945736434,44.56,35.65891472868217,12.25,0.1597252039501932,0,1.0,0.0,0.0,0.0,387.0,16,CA,Aspire Public Schools,Primary,Suburb (large),2.0,0,1,,,,,,,,22.1395881006865,,,,,1.0,622230.0,Lodi Unified,Aspire Vincent Shalvey Academy,1,1,1,1,21.52,568.0406,10.93,22.86,0.125,9,2," 10038 Hwy 99 E. Frontage Rd. , Stockton CA 95212.0 ",38.046011,-121.256561
0.00279867063145006,0.002798997026065659,0.0007579732960177249,5.830563815520964e-05,40-44,30-34,50,30,42,30,85.54216867469879,44.56,68.07228915662651,12.25,0.1597252039501932,1,1.0,0.0,0.0,0.0,332.0,15,CA,,Primary,City (small),17151.0,0,85,0.0,4.0,0.0,0.0,163.0,23.0,0.8711885500933416,21.37797810688989,16.07,27.0,,,0.0,622230.0,Lodi Unified,Joe Serna Jr. Charter,1,1,1,1,21.52,568.0406,10.93,22.86,0.125,9,2," 19 S. Central Ave. , Lodi CA 95240.0 ",38.133227,-121.265635
0.0020202020202020193,0.0010101010101010108,0.0,0.0,45-49,45-49,65-69,55-59,60-64,60-64,79.02813299232737,44.56,56.26598465473146,12.25,0.1597252039501932,1,1.0,0.0,0.0,0.0,391.0,14,CA,Aspire Public Schools,Primary,City (large),990.0,0,1,,,,,,,,22.666666666666668,,,,,1.0,622230.0,Lodi Unified,Aspire River Oaks Charter,1,1,1,1,21.52,568.0406,10.93,22.86,0.0,45,3," 1801 Pyrenees Ave. , Stockton CA 95210.0 ",38.02731,-121.292273
0.004503538494531416,0.0,7.146430358036163e-05,0.00035737259666928755,58,47,55,45,75-79,60-64,72.6027397260274,44.56,34.10958904109589,12.25,0.1597252039501932,1,0.0,0.0,0.0,1.0,730.0,12,CA,Aspire Public Schools,Other,City (large),13993.0,0,72,,,,,,,,28.03379416282642,,,,,1.0,622230.0,Lodi Unified,Aspire Benjamin Holt College Preparatory Academy,1,1,1,1,21.52,568.0406,10.93,22.86,0.0,45,3," 3201 E. Morada Ln. , Stockton CA 95212.0 ",38.037408,-121.27402
