inquiryprop,disciplineprop,traditionalprop,progressiveprop,reading1415,math1415,reading1516,math1516,reading1617,math1617,pocschool,pocsd,povertyschool,povertysd,childpovertysd,urban,primary,middle,high,otherlevel,students,age,state,cmoname,level,localefine,numwords,numpdfs,numpages,expulsions,suspensions,incidents,lawreferrals,lepcount,disabledcount,certrate,teacherratio,teacherscrdc,giftedcount,approgram,apcourses,titlei,geodistrict,districtname,schoolname,ethnicisolated99,ethnicisolated90,ethnicisolated80,ethnicisolated70,collegesd,popdensity,unemployment,foreignborn,closerate,publicdensity,charterdensity,address,latitude,longitude
0.0034650034650034653,0.0,0.0,0.0,,,65-69,40-44,56,38,29.78723404255319,14.090000000000003,21.01063829787234,11.2,0.14463426770608726,1,1.0,0.0,0.0,0.0,376.0,1,MI,,Primary,City (small),1443.0,0,1,2.0,11.0,11.0,2.0,9.0,57.0,1.0,,21.5,,,,,2618420.0,Black River Public School,Black River Public School Elementary,1,1,1,1,30.56,2244.568,5.76,10.0,0.0,35,6," 513 Columbia Avenue , Holland MI 49423.0 ",42.778175,-86.100142
0.012829707546418042,0.0016681229644928113,0.00047630388187663706,0.00023818975784041285,46,47,49,41,46,46,67.69911504424779,14.090000000000003,72.56637168141593,11.2,0.14463426770608726,1,1.0,0.0,0.0,0.0,452.0,17,MI,National Heritage Academies,Primary,City (small),12597.0,0,28,0.0,43.0,0.0,0.0,105.0,63.0,1.0,17.52617293524622,27.53,,,,1.0,2618420.0,Vanderbilt Charter Academy,Vanderbilt Charter Academy,1,1,1,1,30.56,2244.568,5.76,10.0,0.0,35,6," 301 WEST 16TH ST , HOLLAND MI 49423.0 ",42.78335,-86.121407
0.0074324284734957925,0.00025472410744087175,0.00019031334360049428,0.0005125711741687562,75-79,55-59,75-79,55-59,75-79,55-59,32.66129032258064,28.959999999999994,10.483870967741936,5.98,0.09014343320912664,0,1.0,0.0,0.0,0.0,248.0,17,MI,,Primary,Suburb (large),341549.0,0,429,0.0,4.0,0.0,0.0,8.0,51.0,1.0,14.571092831962398,18.4,,,,1.0,2602820.0,Honey Creek Community School,Honey Creek Community School,1,1,1,1,69.66,1664.777,5.23,18.43,0.0,13,2," 1735 SOUTH WAGNER RD , ANN ARBOR MI 48103.0 ",42.260512,-83.796533
0.009774436090225568,0.001502307114497263,0.00021454623471358077,0.00021456925222615593,16,6,10,3,15,3,98.03220035778175,86.35,74.77638640429338,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,559.0,17,MI,,Primary,City (large),9322.0,0,28,10.0,270.0,35.0,0.0,0.0,53.0,1.0,14.333333333333334,32.0,,,,1.0,2612000.0,Plymouth Educational Center Charter School,Plymouth Educational Center,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.0,13,2," 1460 EAST FOREST AVE , DETROIT MI 48207.0 ",42.360122,-83.047564
,,,,15-19,6-9,20-24,10-14,,,100.0,86.35,100.0,34.68,0.4629862083393682,1,0.0,0.0,0.0,1.0,142.0,17,MI,,Other,City (large),0.0,0,0,,,,,,,,28.4,,,,,1.0,2612000.0,Nataki Talibah Schoolhouse of Detroit,Nataki Talibah Schoolhouse of Detroit,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.0,19,3," 19176 NORTHROP ST , DETROIT MI 48219.0 ",42.43005,-83.26197
,,,,15,3,13,2,11,2,99.76019184652279,49.6,89.20863309352518,12.65,0.21864864864864864,0,0.0,0.0,0.0,1.0,417.0,15,MI,,Other,Suburb (large),0.0,0,0,0.0,115.0,0.0,0.0,0.0,56.0,1.0,14.892857142857142,19.0,,,,1.0,2632280.0,Michigan Technical Academy,Michigan Technical Academy Middle School,1,1,1,1,21.69,4150.947,9.73,2.45,0.0,19,3," 23750   ELMIRA ST , REDFORD MI 48239.0 ",42.36991,-83.273321
0.0,0.0,0.0,0.0,12,10,6-9,6-9,22,16,99.59349593495935,86.35,87.39837398373984,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,492.0,13,MI,National Heritage Academies,Primary,City (large),10.0,0,1,0.0,56.0,0.0,0.0,0.0,43.0,1.0,14.057142857142857,25.0,,,,1.0,2612000.0,Michigan Technical Academy,Michigan Technical Academy Elementary,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.0,19,3," 19940 MANSFIELD ST , DETROIT MI 48235.0 ",42.438181,-83.206157
0.0036742192284139608,0.0002041232904674423,0.0,0.00040824658093488464,45-49,20-24,43,26,65-69,45-49,99.75062344139651,86.35,71.82044887780549,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,401.0,17,MI,,Primary,City (large),4899.0,0,18,2.0,12.0,0.0,0.0,0.0,,1.0,20.05,24.0,,,,1.0,2612000.0,Martin Luther King Jr. Education Center Academy,Martin Luther King Jr. Education Center Academy,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.0,7,1," 16827 APPOLINE ST , DETROIT MI 48235.0 ",42.414701,-83.171335
0.01521845851742759,0.0007336757153338224,0.0004889975550122249,0.00024455857177794094,12,8,12,5,14,6,100.0,86.35,83.45864661654136,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,532.0,17,MI,,Primary,City (large),4090.0,0,24,0.0,178.0,0.0,0.0,0.0,,0.96,17.733333333333334,25.0,,,,1.0,2612000.0,Woodward Academy,Woodward Academy,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.015625,65,17," 951 EAST LAFAYETTE ST , DETROIT MI 48207.0 ",42.337098,-83.037778
0.011944560523749823,0.00020873195338319713,0.00024352908433064287,0.0004524256977796338,20,7,10-14,LE5,14,3,98.7220447284345,44.58,76.35782747603834,18.7,0.26672323575166174,0,0.0,0.0,0.0,1.0,313.0,17,MI,,Other,Suburb (large),28745.0,0,96,8.0,36.0,28.0,0.0,2.0,35.0,0.9642857142857143,10.982456140350877,28.0,,,,1.0,2612450.0,Eaton Academy,Eaton Academy,1,1,1,1,13.010000000000002,6266.996,12.76,2.6,0.015625,65,17," 21450 UNIVERSAL AVE , EASTPOINTE MI 48021.0 ",42.456331,-82.957611
0.0,0.0,0.0,0.0,39,24,34,19,26,15,31.5136476426799,5.400000000000006,61.04218362282878,7.77,0.1589167092488503,0,1.0,0.0,0.0,0.0,403.0,17,MI,,Primary,Suburb (large),1.0,0,1,0.0,98.0,0.0,0.0,20.0,83.0,1.0,17.148936170212767,23.0,,,,1.0,2607080.0,Summit Academy,Summit Academy,1,1,1,1,21.66,1296.021,7.02,1.12,0.015625,65,17," 30100 OLMSTEAD RD , FLAT ROCK MI 48134.0 ",42.0874,-83.257156
0.0073959094229364515,0.0019162332329592116,0.0011859149790184272,0.0004562876437306076,,,,,,,94.92273730684326,86.35,97.7924944812362,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,453.0,17,MI,Cesar Chavez Academy,Primary,City (large),10963.0,0,40,0.0,9.0,1.0,0.0,382.0,55.0,1.0,18.1563126252505,22.15,,,,1.0,2612000.0,Cesar Chavez Academy,Cesar Chavez Academy Elementary,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.015625,65,17," 8126 WEST VERNOR HWY , DETROIT MI 48209.0 ",42.31097,-83.129302
0.0032512550800860613,0.0022948938611589216,0.00033460803059273426,0.00014342400917913652,18,9,20,7,22,9,95.38461538461539,86.35,96.58119658119658,34.68,0.4629862083393682,1,0.0,1.0,0.0,0.0,585.0,17,MI,Cesar Chavez Academy,Middle,City (large),20920.0,0,58,0.0,97.0,29.0,0.0,357.0,66.0,1.0,16.40953716690042,35.63,,,,1.0,2612000.0,Cesar Chavez Academy,Cesar Chavez Middle School,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.015625,65,17," 6782 GOLDSMITH ST , DETROIT MI 48209.0 ",42.3115,-83.1152
0.004563400502486795,0.0019984627209838593,0.00035862492955581734,0.000358661679561408,25-29,10-14,25-29,15-19,30-34,10-14,95.86206896551724,86.35,94.34482758620689,34.68,0.4629862083393682,1,0.0,0.0,1.0,0.0,725.0,13,MI,Cesar Chavez Academy,High,City (large),19519.0,0,61,2.0,101.0,9.0,0.0,348.0,65.0,1.0,19.003931847968545,37.0,,Yes,7.0,1.0,2612000.0,Cesar Chavez Academy,Cesar Chavez High School,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.015625,65,17," 1761 WATERMAN ST , DETROIT MI 48209.0 ",42.312052,-83.11431
0.003557744937055283,0.0004102844638949674,0.00013676148796498905,0.00027359781121751036,29,15,37,21,31,24,95.16129032258065,86.35,100.0,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,434.0,6,MI,Cesar Chavez Academy,Primary,City (large),7312.0,0,20,27.0,85.0,57.0,0.0,362.0,53.0,0.9240986717267552,16.074074074074073,26.35,,,,1.0,2612000.0,Cesar Chavez Academy,Cesar Chavez Academy Intermediate,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.015625,65,17," 4100 MARTIN ST , DETROIT MI 48210.0 ",42.32914,-83.125611
0.0024468038624546676,0.0005243151133831436,0.00030583711988815094,0.0001747946163258172,30-39,11-19,20-29,11-19,30-39,20-29,100.0,86.35,100.0,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,122.0,2,MI,Cesar Chavez Academy,Primary,City (large),22888.0,0,70,0.0,115.0,0.0,0.0,0.0,19.0,1.0,25.95744680851064,10.0,,,,1.0,2612000.0,Cesar Chavez Academy,Cesar Chavez Academy Elementary East,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.015625,65,17," 4130 Maxwell St , Detroit MI 48214.0 ",42.370711,-83.006221
0.0,0.0,0.0,0.0,15-19,10-14,10-14,LE5,10-14,6-9,100.0,86.35,88.58695652173914,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,184.0,17,MI,,Primary,City (large),337.0,0,1,0.0,11.0,0.0,0.0,0.0,8.0,1.0,23.0,11.0,,,,1.0,2612000.0,Commonwealth Community Development Academy,Commonwealth Community Development Academy,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.015625,65,17," 13477 EUREKA ST , HAMTRAMCK MI 48212.0 ",42.416433,-83.055833
0.005324595535531433,0.00102291325695581,0.0008183306055646484,0.0,50-54,30-34,50-54,40-44,45-49,40-44,14.492753623188406,8.209999999999994,19.806763285024154,7.63,0.09615829669058089,1,0.0,0.0,0.0,1.0,207.0,17,MI,,Other,City (small),4888.0,0,17,0.0,0.0,0.0,0.0,2.0,25.0,1.0,13.11787072243346,14.2,,Yes,2.0,1.0,2623820.0,Midland Academy of Advanced and Creative Studies,Midland Academy of Advanced and Creative Studies,1,1,1,1,41.16,392.4558,7.42,5.11,0.015625,65,17," 4653 EAST BAILEY BRIDGE RD , MIDLAND MI 48640.0 ",43.568661,-84.181311
0.0,0.0,0.0,0.0,30-34,15-19,30-34,15-19,40-44,15-19,73.95498392282958,60.95,82.95819935691318,28.98,0.46840539121302294,0,0.0,0.0,0.0,1.0,311.0,17,MI,,Other,Rural (fringe),107.0,0,1,2.0,80.0,32.0,2.0,27.0,36.0,1.0,18.511904761904763,20.0,,No,,1.0,2604830.0,Countryside Academy,Countryside Academy - Middle/High School,1,1,1,1,12.290000000000001,527.2832,14.19,3.01,0.015625,65,17," 4800 MEADOWBROOK RD , BENTON HARBOR MI 49022.0 ",42.077769,-86.343365
0.0,0.0,0.0,0.0,25-29,15-19,35-39,20-24,25-29,20-24,72.44318181818183,60.95,86.64772727272727,28.98,0.46840539121302294,0,1.0,0.0,0.0,0.0,352.0,11,MI,,Primary,Rural (fringe),124.0,0,1,0.0,75.0,2.0,0.0,56.0,39.0,1.0,19.447513812154696,18.0,,,,1.0,2604830.0,Countryside Academy,Countryside Academy - Elementary,1,1,1,1,12.290000000000001,527.2832,14.19,3.01,0.015625,65,17," 4821 North Street , BENTON HARBOR MI 49022.0 ",42.12355,-86.340881
0.005776694647531368,0.0004508972855983407,0.00018035891423933632,0.0002705627705627706,45-49,50-54,50-54,55-59,50-54,50-54,7.6923076923076925,3.450000000000003,42.30769230769231,15.81,0.1951219512195122,0,1.0,0.0,0.0,0.0,130.0,17,MI,,Primary,Town (distant),11089.0,0,37,0.0,0.0,0.0,0.0,0.0,,1.0,10.833333333333334,11.0,,,,1.0,2618390.0,Hillsdale Preparatory School,Hillsdale Preparatory School,1,1,1,1,20.169999999999998,220.6581,7.22,0.87,0.015625,65,17," 160 MECHANIC RD , HILLSDALE MI 49242.0 ",41.934229,-84.647773
0.00783289817232376,0.0026109660574412524,0.0,0.0,40-44,35-39,30-34,25-29,30-34,20-24,11.538461538461538,14.879999999999995,61.53846153846154,14.64,0.1862114830414542,0,1.0,0.0,0.0,0.0,104.0,17,MI,,Primary,Rural (distant),383.0,0,1,11.0,16.0,0.0,0.0,0.0,16.0,1.0,11.555555555555555,5.0,,,,1.0,2624750.0,Morey Montessori Public School Academy,Morey Montessori Public School Academy,1,1,1,1,36.42,346.7216,9.91,4.83,0.015625,65,17," 418 WEST BLANCHARD RD , SHEPHERD MI 48883.0 ",43.525512,-84.855686
0.00517241379310345,0.0017241379310344825,0.0,0.0006896551724137932,40-49,20-29,20-29,20-29,21-39,LE20,6.976744186046512,5.430000000000007,76.74418604651163,12.96,0.18934194590230116,0,1.0,0.0,0.0,0.0,86.0,17,MI,,Primary,Rural (distant),2900.0,0,11,0.0,7.0,0.0,4.0,0.0,14.0,1.0,13.76,5.0,,,,1.0,2604530.0,Grattan Academy,Grattan Academy - Elementary,1,1,1,1,14.590000000000002,128.8393,9.39,1.5,0.015625,65,17," 9481 Jordan Road , Greenville MI 48838.0 ",43.085027,-85.370634
,,,,10-14,10-14,15-19,10-14,LE10,11-19,12.781954887218044,5.280000000000001,49.62406015037594,13.88,0.19277996070726916,0,0.0,0.0,1.0,0.0,133.0,12,MI,,High,Rural (fringe),0.0,0,0,2.0,11.0,0.0,0.0,0.0,17.0,1.0,15.683962264150942,5.0,,No,,1.0,2617160.0,Grattan Academy,Grattan Academy - Middle/High School,1,1,1,1,15.940000000000001,179.8235,7.09,1.31,0.015625,65,17," 9481 JORDAN RD , GREENVILLE MI 48838.0 ",43.15975,-85.259718
0.01232570680224944,0.0012296341838303104,0.0003840540748137336,7.681081496274673e-05,60,48,48,38,46,38,46.99738903394256,10.340000000000003,59.530026109660575,1.82,0.031693783504185086,0,1.0,0.0,0.0,0.0,766.0,17,MI,National Heritage Academies,Primary,Suburb (large),13019.0,0,29,2.0,131.0,0.0,0.0,51.0,73.0,1.0,21.27777777777778,36.5,,,,1.0,2614610.0,Knapp Charter Academy,Knapp Charter Academy,1,1,1,1,62.76999999999999,826.9408,3.41,8.14,0.015625,65,17," 1759 LEFFINGWELL AVE NE , GRAND RAPIDS MI 49525.0 ",42.993775,-85.602553
0.01422175401632868,0.0014882255099360941,0.0005248884612019948,8.748141020033252e-05,66,59,63,51,61,58,24.21875,9.959999999999994,41.14583333333333,6.8,0.09815043156596794,0,1.0,0.0,0.0,0.0,768.0,17,MI,National Heritage Academies,Primary,Suburb (large),11431.0,0,24,0.0,70.0,0.0,0.0,62.0,87.0,1.0,21.31557035803497,37.03,,,,1.0,2620280.0,Walker Charter Academy,Walker Charter Academy,1,1,1,1,29.360000000000003,518.6832,4.13,5.55,0.0,9,2," 1801 3 MILE RD NW , GRAND RAPIDS MI 49544.0 ",43.016098,-85.715266
0.012372115155841069,0.001503164556962026,0.0004743833017077801,7.90638836179633e-05,76,72,74,68,72,67,23.97959183673469,3.8900000000000006,29.464285714285715,5.11,0.058823529411764705,0,0.0,0.0,0.0,1.0,784.0,17,MI,National Heritage Academies,Other,Suburb (large),12648.0,0,26,0.0,5.0,0.0,0.0,69.0,68.0,1.0,21.960784313725487,37.0,,,,1.0,2607620.0,Cross Creek Charter Academy,Cross Creek Charter Academy,1,1,1,1,35.81,252.4449,4.15,3.02,0.0,9,2," 7701 KALAMAZOO AVE SE , BYRON CENTER MI 49315.0 ",42.825415,-85.625637
0.015078062373554222,0.00015237514761342428,0.00015237514761342428,0.0007240853658536586,65,57,66,52,66,51,6.079664570230608,5.569999999999993,28.30188679245283,8.28,0.13105676049838486,0,1.0,0.0,0.0,0.0,477.0,17,MI,,Primary,Rural (fringe),26251.0,0,76,0.0,3.0,0.0,0.0,0.0,38.0,1.0,18.89857369255151,25.63,,,,1.0,2621180.0,Chatfield School,Chatfield School,1,1,1,1,19.37,214.3133,8.8,2.27,0.0,19,2," 231 LAKE DR , LAPEER MI 48446.0 ",43.046824,-83.3395
0.00562587904360056,0.0,0.0002808988764044943,0.00028097780275358243,LE20,LE20,LE20,LE20,LE20,LE20,16.666666666666664,13.079999999999998,86.36363636363636,11.27,0.1884422110552764,0,0.0,0.0,1.0,0.0,66.0,17,MI,,High,Town (remote),3560.0,0,14,0.0,77.0,1.0,2.0,0.0,17.0,1.0,16.256157635467982,4.7,,No,,1.0,2622410.0,Casman Alternative Academy,Casman Alternative Academy,1,1,1,1,20.790000000000003,176.7066,8.59,1.24,0.0,19,2," 225 9TH ST , MANISTEE MI 49660.0 ",44.236872,-86.312157
0.019291516245487368,0.0,0.00044918585064570476,0.00044933722758930554,35-39,15-19,35-39,20-24,35-39,20-24,21.40221402214022,9.469999999999999,56.08856088560885,7.87,0.10422202539120165,0,0.0,0.0,0.0,1.0,271.0,17,MI,North Star Academy,Other,Rural (fringe),8905.0,0,26,0.0,0.0,0.0,0.0,0.0,45.0,1.0,11.61594513501929,22.44,,No,,1.0,2600013.0,North Star Academy,North Star Academy,1,1,1,1,38.24,253.4709,6.64,2.52,0.0,7,1," 3030 WRIGHT ST , MARQUETTE MI 49855.0 ",46.557298,-87.452687
0.005181347150259066,0.0,0.0,0.0,10-14,LE5,15-19,LE5,11-19,LE10,95.8477508650519,53.62,63.32179930795848,25.49,0.34532849125123805,1,0.0,0.0,1.0,0.0,289.0,17,MI,Pontiac Academy for Excellence,High,City (small),965.0,0,4,0.0,208.0,5.0,0.0,53.0,46.0,1.0,19.593220338983052,14.0,,No,,1.0,2628740.0,Pontiac Academy for Excellence,Pontiac Academy for Excellence - High School,1,1,1,1,19.389999999999997,2038.264,13.89,9.32,0.0,6,1," 196 CESAR E CHAVEZ AVE , PONTIAC MI 48342.0 ",42.64498,-83.298351
0.005353319057815843,0.0,0.0,0.0,12,10-14,17,8,12,4,93.72197309417041,53.62,87.89237668161435,25.49,0.34532849125123805,1,0.0,1.0,0.0,0.0,223.0,6,MI,Pontiac Academy for Excellence,Middle,City (small),934.0,0,4,0.0,170.0,5.0,0.0,37.0,31.0,1.0,16.830188679245282,8.0,,,,1.0,2628740.0,Pontiac Academy for Excellence,Pontiac Academy for Excellence - Middle School,1,1,1,1,19.389999999999997,2038.264,13.89,9.32,0.0,10,1," 196 CESAR E CHAVEZ AVE , PONTIAC MI 48342.0 ",42.64498,-83.298351
0.004721435316336166,0.0,0.0,0.0,15,9,17,15,15,11,94.20289855072464,53.62,69.15113871635612,25.49,0.34532849125123805,1,1.0,0.0,0.0,0.0,483.0,6,MI,Pontiac Academy for Excellence,Primary,City (small),1059.0,0,4,0.0,213.0,2.0,0.0,61.0,43.0,1.0,17.88888888888889,21.0,,,,1.0,2628740.0,Pontiac Academy for Excellence,Pontiac Academy for Excellence - Elementary,1,1,1,1,19.389999999999997,2038.264,13.89,9.32,0.0,7,2," 196 CESAR E CHAVEZ AVE , PONTIAC MI 48342.0 ",42.64498,-83.298351
0.003412037668895863,0.0034115720524017473,0.000272814077206384,0.00013642564802182817,20-24,15-19,15-19,6-9,15-19,6-9,94.91525423728814,53.62,100.0,25.49,0.34532849125123805,1,1.0,0.0,0.0,0.0,177.0,17,MI,,Primary,City (small),7331.0,0,31,0.0,37.0,13.0,0.0,0.0,11.0,1.0,11.8,16.0,,,,1.0,2628740.0,Great Lakes Academy,Great Lakes Academy,1,1,1,1,19.389999999999997,2038.264,13.89,9.32,0.0,7,2," 46312 WOODWARD AVE , PONTIAC MI 48342.0 ",42.631903,-83.287371
0.013325718636969349,0.001329913555618884,0.0002847650688182249,9.492168960607504e-05,74,68,74,71,71,72,53.13868613138686,19.72,49.92700729927007,8.58,0.11538083538083538,0,1.0,0.0,0.0,0.0,685.0,17,MI,National Heritage Academies,Primary,Suburb (small),10535.0,0,27,0.0,30.0,0.0,0.0,163.0,66.0,1.0,18.81868131868132,39.56,,,,1.0,2635910.0,Eagle Crest Charter Academy,Eagle Crest Charter Academy,1,1,1,1,29.7,714.0776,5.19,12.32,0.0,10,1," 11950 RILEY ST , HOLLAND MI 49424.0 ",42.825735,-86.076953
0.007101619577990088,0.0013276821733135885,0.0002553234948679979,0.0005107513151846365,15-19,LE5,26,7,14,5,97.67441860465115,40.52,92.15116279069767,17.92,0.2963875205254516,0,1.0,0.0,0.0,0.0,344.0,17,MI,"The Leona Group, L.L.C.",Primary,Suburb (midsize),19583.0,0,85,0.0,17.0,2.0,0.0,2.0,58.0,1.0,20.116959064327485,17.0,,,,1.0,2606780.0,Saginaw Preparatory Academy,Saginaw Preparatory Academy,1,1,1,1,9.719999999999999,271.2531,12.8,1.49,0.1,11,3," 5173 LODGE ST , SAGINAW MI 48601.0 ",43.396078,-83.87829
0.006563402467839328,0.0015750098438115242,0.0009187557422233887,0.0003939075630252101,50,32,48,33,45,29,23.166666666666664,28.959999999999994,79.16666666666666,5.98,0.09014343320912664,1,0.0,0.0,0.0,1.0,600.0,17,MI,Global Educational Excellence,Other,City (midsize),7619.0,0,26,0.0,0.0,0.0,0.0,295.0,54.0,1.0,21.223912274495934,35.0,,No,,1.0,2602820.0,Central Academy,Central Academy,1,1,1,1,69.66,1664.777,5.23,18.43,0.1,11,3," 2459 SOUTH INDUSTRIAL HWY , ANN ARBOR MI 48104.0 ",42.250299,-83.730277
0.00525962399283796,0.0026842635052007602,0.0004473772508667936,0.0002237386732296677,70-74,45-49,90-94,75-79,GE95,70-74,22.84263959390863,28.959999999999994,8.29103214890017,5.98,0.09014343320912664,0,0.0,0.0,1.0,0.0,591.0,17,MI,,High,Suburb (large),8941.0,0,43,0.0,0.0,0.0,0.0,0.0,43.0,1.0,45.46153846153846,18.0,,No,,1.0,2602820.0,Washtenaw Technical Middle College,Washtenaw Technical Middle College,1,1,1,1,69.66,1664.777,5.23,18.43,0.0,23,1," 4800 EAST HURON RIVER DR , ANN ARBOR MI 48105.0 ",42.263559,-83.665454
0.009771573604060911,0.003927779537535637,0.0003167363486633725,0.0008873676871395067,15-19,LE5,10-14,LE5,15-19,LE5,97.1590909090909,23.61,79.26136363636364,16.59,0.2693354061406918,0,0.0,0.0,0.0,1.0,352.0,17,MI,"The Leona Group, L.L.C.",Other,Suburb (large),15786.0,0,37,0.0,509.0,31.0,0.0,34.0,43.0,0.75,21.661538461538463,16.0,,Yes,1.0,1.0,2623460.0,Academy for Business and Technology,Academy for Business and Technology High School,1,1,1,1,14.680000000000001,3019.429,8.67,11.52,0.0,3,1," 19625 WOOD ST , MELVINDALE MI 48122.0 ",42.274589,-83.196748
0.005286822471465981,0.0006421655799249158,0.0003951788184153328,0.00024703557312252974,25-29,10-14,20-24,10-14,25-29,15-19,93.83116883116884,10.760000000000005,79.22077922077922,24.72,0.37323256947830324,1,1.0,0.0,0.0,0.0,308.0,12,MI,"The Leona Group, L.L.C.",Primary,City (small),20245.0,0,77,0.0,84.0,72.0,0.0,58.0,39.0,0.9375,17.70114942528736,16.0,,,,1.0,2611600.0,Academy for Business and Technology,Academy for Business and Technology Elementary,1,1,1,1,28.88,3932.289,8.75,27.47,0.21969696969696967,25,8," 5277 CALHOUN ST , DEARBORN MI 48126.0 ",42.326179,-83.175109
0.0025924645696508816,0.0019024558976132827,0.0003457216940363007,0.00017289073305670822,31,9,29,9,17,6,100.0,66.6,89.43338437978561,9.87,0.3381483913328956,0,0.0,1.0,0.0,0.0,653.0,17,MI,Chandler Park Academy,Middle,Suburb (large),5786.0,6,24,0.0,133.0,0.0,0.0,0.0,27.0,1.0,22.517241379310345,31.0,,,,1.0,2617760.0,Chandler Park Academy,Chandler Park Academy - Middle School,1,1,1,1,17.679999999999996,4796.914000000002,15.58,2.54,0.21969696969696967,25,8," 20100 KELLY RD , HARPER WOODS MI 48225.0 ",42.44436,-82.941761
0.005866669816028084,0.0007259742367679395,0.0005429971079501857,0.00023906216796921114,20,7,21,9,19,11,99.8998998998999,66.6,86.58658658658659,9.87,0.3381483913328956,0,1.0,0.0,0.0,0.0,999.0,15,MI,Chandler Park Academy,Primary,Suburb (large),338878.0,70,144,0.0,152.0,0.0,0.0,0.0,57.0,1.0,22.2,39.0,,,,1.0,2617760.0,Chandler Park Academy,Chandler Park Academy - Elementary,1,1,1,1,17.679999999999996,4796.914000000002,15.58,2.54,0.21969696969696967,25,8," 20200 KELLY RD , HARPER WOODS MI 48225.0 ",42.446128,-82.943425
0.0,0.0,0.0,0.0,35-39,10-14,30-34,6-9,35-39,10-14,100.0,66.6,86.96844993141289,9.87,0.3381483913328956,0,0.0,0.0,1.0,0.0,729.0,8,MI,Chandler Park Academy,High,Suburb (large),272.0,0,1,0.0,119.0,0.0,0.0,2.0,33.0,1.0,22.43076923076923,35.0,,No,,1.0,2617760.0,Chandler Park Academy,Chandler Park Academy - High School,1,1,1,1,17.679999999999996,4796.914000000002,15.58,2.54,0.21969696969696967,25,8," 20254 Kelly Road , HARPER WOODS MI 48225.0 ",42.445366,-82.943715
0.015117994100294987,0.0018402649981597349,0.0011041589988958415,0.00036805299963194705,20,10,18,9,12,4,100.0,86.35,85.58352402745996,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,437.0,9,MI,Solid Rock Management Company,Primary,City (large),2717.0,0,14,0.0,169.0,72.0,0.0,0.0,,1.0,20.80952380952381,28.0,,,,1.0,2612000.0,Marvin L. Winans Academy of Performing Arts,Marvin L. Winans Academy of Performing Arts Elem.,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.21969696969696967,25,8," 9740 MCKINNEY ST , DETROIT MI 48224.0 ",42.413676,-82.947714
,,,,26,7,10-14,6-9,,,100.0,86.35,84.80392156862744,34.68,0.4629862083393682,1,0.0,1.0,0.0,0.0,204.0,7,MI,Solid Rock Management Company,Middle,City (large),0.0,0,0,0.0,274.0,61.0,0.0,0.0,13.0,1.0,19.428571428571427,6.0,,,,1.0,2612000.0,Marvin L. Winans Academy of Performing Arts,Winans Academy Middle School,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.21969696969696967,25,8," 7616 EAST NEVADA ST , DETROIT MI 48234.0 ",42.42646,-83.02634
0.0036226093442011617,0.00863370698690732,0.0010121277766926503,0.00017757888942162556,25-29,LE5,LE5,LE5,6-9,20-24,100.0,86.35,92.16216216216216,34.68,0.4629862083393682,1,0.0,0.0,1.0,0.0,370.0,17,MI,Detroit Community Schools,High,City (large),56320.0,4,118,0.0,73.0,28.0,0.0,0.0,,1.0,14.402491241728299,12.8,,No,,1.0,2612000.0,Detroit Community Schools,Detroit Community Schools - High School,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.21969696969696967,25,8," 12675 BURT RD , DETROIT MI 48223.0 ",42.380308,-83.247501
0.0035969320285638706,0.00857248690314501,0.0010049542481355455,0.0001763201974786211,15-19,15-19,17,2,28,11,99.76076555023924,86.35,94.49760765550239,34.68,0.4629862083393682,1,1.0,0.0,0.0,0.0,418.0,10,MI,Detroit Community Schools,Primary,City (large),56722.0,4,119,0.0,86.0,110.0,0.0,0.0,,1.0,22.23404255319149,15.0,,,,1.0,2612000.0,Detroit Community Schools,Detroit Community Schools - Elementary,1,1,1,1,13.820000000000002,4923.774,22.14,5.49,0.0,15,2," 12675 BURT RD , DETROIT MI 48223.0 ",42.379935,-83.247499
